group_id	items_in_group	lo_value	p	FDR	goodsgrna
LBP	8	1.6166e-01	4.1116e-01	0.935542	5
FMO4	9	1.6167e-01	4.1118e-01	0.935542	3
C9orf116	8	1.6171e-01	4.1126e-01	0.935597	2
BANP	7	1.6174e-01	4.1131e-01	0.935608	5
PCDHB13	10	1.6178e-01	4.1137e-01	0.935621	5
HELT	10	1.6181e-01	4.1143e-01	0.935651	6
ZBTB37	8	1.6191e-01	4.1158e-01	0.935861	5
PLA2G10	6	1.6196e-01	4.1165e-01	0.935861	4
ZNF687	8	1.6197e-01	4.1168e-01	0.935861	5
IER2	12	1.6199e-01	4.1172e-01	0.935861	4
B3GLCT	11	1.6222e-01	4.1210e-01	0.936631	5
MYO18B	5	1.6227e-01	4.1220e-01	0.936690	3
ZNF415	10	1.6230e-01	4.1225e-01	0.936690	5
GLUL	7	1.6232e-01	4.1228e-01	0.936690	5
HRG	8	1.6247e-01	4.1255e-01	0.936974	3
RARRES2	9	1.6249e-01	4.1258e-01	0.936974	4
AIF1L	11	1.6251e-01	4.1261e-01	0.936974	3
TMEM55B	7	1.6254e-01	4.1265e-01	0.936974	5
ZNF668	11	1.6254e-01	4.1265e-01	0.936974	5
CAPN10	11	1.6258e-01	4.1274e-01	0.937015	6
ARHGEF18	9	1.6260e-01	4.1276e-01	0.937015	6
HPS5	5	1.6277e-01	4.1304e-01	0.937515	2
NEURL3	9	1.6283e-01	4.1312e-01	0.937515	3
WDR44	5	1.6287e-01	4.1319e-01	0.937515	4
OR1E1	9	1.6287e-01	4.1320e-01	0.937515	3
NBEAL1	10	1.6289e-01	4.1323e-01	0.937515	2
IKZF2	8	1.6295e-01	4.1332e-01	0.937558	5
negative276	12	1.6300e-01	4.1341e-01	0.937558	4
PSMC2	9	1.6300e-01	4.1342e-01	0.937558	6
CBX5	6	1.6306e-01	4.1351e-01	0.937558	4
RDM1	8	1.6307e-01	4.1352e-01	0.937558	3
MARCKSL1	7	1.6309e-01	4.1354e-01	0.937558	5
ARID3B	7	1.6318e-01	4.1367e-01	0.937737	3
KRTAP4-11	10	1.6321e-01	4.1372e-01	0.937739	5
HIST1H1E	7	1.6340e-01	4.1405e-01	0.938354	4
ZIM2	10	1.6345e-01	4.1414e-01	0.938354	5
LRRC43	9	1.6349e-01	4.1422e-01	0.938354	3
TMEM115	9	1.6350e-01	4.1423e-01	0.938354	5
SMAD4	9	1.6351e-01	4.1424e-01	0.938354	3
CD300LB	7	1.6354e-01	4.1429e-01	0.938354	3
YDJC	10	1.6363e-01	4.1443e-01	0.938456	5
TMEM243	9	1.6364e-01	4.1444e-01	0.938456	3
COL5A2	12	1.6366e-01	4.1448e-01	0.938456	4
PPP1R27	10	1.6369e-01	4.1453e-01	0.938464	5
LPPR1	6	1.6374e-01	4.1461e-01	0.938532	4
PTDSS1	5	1.6379e-01	4.1469e-01	0.938602	3
TATDN3	5	1.6389e-01	4.1484e-01	0.938742	4
ZNF648	7	1.6392e-01	4.1489e-01	0.938742	3
CD99L2	9	1.6397e-01	4.1498e-01	0.938742	3
SLC39A9	7	1.6399e-01	4.1501e-01	0.938742	4
GAB1	1	1.6403e-01	4.1507e-01	0.938742	1
CECR5	4	1.6405e-01	4.1510e-01	0.938742	1
DYM	11	1.6410e-01	4.1519e-01	0.938742	6
ABCG4	9	1.6412e-01	4.1521e-01	0.938742	6
UGT1A4	8	1.6412e-01	4.1522e-01	0.938742	4
ACSM5	11	1.6421e-01	4.1536e-01	0.938742	4
ASB16	8	1.6422e-01	4.1538e-01	0.938742	4
SMARCAL1	7	1.6423e-01	4.1539e-01	0.938742	5
IRX3	11	1.6423e-01	4.1539e-01	0.938742	3
FBXO2	2	1.6428e-01	4.1547e-01	0.938782	2
SASH1	8	1.6431e-01	4.1552e-01	0.938782	5
negative224	9	1.6433e-01	4.1556e-01	0.938782	5
NFE2L3	7	1.6440e-01	4.1568e-01	0.938904	2
HECA	9	1.6446e-01	4.1578e-01	0.938904	6
PDK1	4	1.6447e-01	4.1579e-01	0.938904	2
ZNF726	11	1.6452e-01	4.1587e-01	0.938904	6
SKAP2	12	1.6458e-01	4.1598e-01	0.938904	3
MAPK3	2	1.6459e-01	4.1599e-01	0.938904	2
REEP2	7	1.6459e-01	4.1600e-01	0.938904	5
TMEM163	11	1.6460e-01	4.1601e-01	0.938904	6
ZFYVE26	12	1.6465e-01	4.1608e-01	0.938959	3
ZPBP2	9	1.6471e-01	4.1618e-01	0.939075	5
MMP13	12	1.6477e-01	4.1628e-01	0.939153	4
GPATCH4	8	1.6489e-01	4.1645e-01	0.939153	4
PRSS8	9	1.6489e-01	4.1645e-01	0.939153	6
C1orf56	8	1.6489e-01	4.1646e-01	0.939153	5
OBFC1	7	1.6496e-01	4.1656e-01	0.939153	5
TCP10	8	1.6497e-01	4.1657e-01	0.939153	5
LTBP3	9	1.6499e-01	4.1663e-01	0.939153	6
UFC1	7	1.6500e-01	4.1663e-01	0.939153	3
SYNM	10	1.6502e-01	4.1666e-01	0.939153	6
DNPEP	6	1.6519e-01	4.1696e-01	0.939720	3
ARSD	6	1.6524e-01	4.1704e-01	0.939782	4
RREB1	10	1.6543e-01	4.1734e-01	0.940357	5
INO80E	4	1.6548e-01	4.1743e-01	0.940445	1
PCNXL4	9	1.6555e-01	4.1755e-01	0.940511	3
SLC7A8	8	1.6555e-01	4.1756e-01	0.940511	4
C14orf39	9	1.6564e-01	4.1768e-01	0.940674	2
COMMD7	9	1.6573e-01	4.1784e-01	0.940749	5
INMT	12	1.6574e-01	4.1786e-01	0.940749	8
GPC2	3	1.6578e-01	4.1792e-01	0.940749	1
ANP32E	10	1.6580e-01	4.1795e-01	0.940749	3
TMPRSS9	7	1.6581e-01	4.1796e-01	0.940749	5
SPRY4	10	1.6585e-01	4.1802e-01	0.940790	4
LIFR	12	1.6589e-01	4.1808e-01	0.940807	8
CER1	9	1.6593e-01	4.1816e-01	0.940814	3
CLDN15	7	1.6595e-01	4.1818e-01	0.940814	5
MRPL3	10	1.6600e-01	4.1827e-01	0.940896	6
FIGNL1	10	1.6605e-01	4.1834e-01	0.940899	6
NDUFAF1	7	1.6607e-01	4.1839e-01	0.940899	4
NPY2R	6	1.6609e-01	4.1842e-01	0.940899	3
CXCL10	12	1.6617e-01	4.1854e-01	0.940968	7
ARPC1A	11	1.6617e-01	4.1855e-01	0.940968	7
SLC22A14	12	1.6622e-01	4.1862e-01	0.940976	4
AOC1	5	1.6627e-01	4.1868e-01	0.940976	4
PRIMA1	9	1.6630e-01	4.1873e-01	0.940976	3
DAND5	7	1.6631e-01	4.1875e-01	0.940976	4
TRPV5	8	1.6639e-01	4.1887e-01	0.941099	5
OR5D14	7	1.6642e-01	4.1893e-01	0.941099	5
INHBB	7	1.6643e-01	4.1895e-01	0.941099	4
MASP1	8	1.6647e-01	4.1900e-01	0.941099	5
GNG4	12	1.6651e-01	4.1907e-01	0.941145	8
CHRNA10	6	1.6658e-01	4.1916e-01	0.941155	3
GNB4	9	1.6659e-01	4.1917e-01	0.941155	3
PDE3A	7	1.6670e-01	4.1934e-01	0.941420	4
HNRNPLL	2	1.6674e-01	4.1940e-01	0.941424	2
negative127	10	1.6676e-01	4.1944e-01	0.941424	6
PRPF40A	9	1.6682e-01	4.1954e-01	0.941527	6
SPTY2D1	10	1.6690e-01	4.1967e-01	0.941711	5
TCEAL5	9	1.6697e-01	4.1978e-01	0.941771	3
NCR1	10	1.6698e-01	4.1980e-01	0.941771	6
JMJD7-PLA2G4B	10	1.6700e-01	4.1984e-01	0.941771	4
TAS2R30	9	1.6711e-01	4.2002e-01	0.941865	6
ST6GALNAC3	10	1.6711e-01	4.2003e-01	0.941865	6
GABRR3	12	1.6721e-01	4.2019e-01	0.941865	4
MFSD6L	9	1.6723e-01	4.2021e-01	0.941865	4
IRF1	7	1.6729e-01	4.2030e-01	0.941865	3
negative149	9	1.6730e-01	4.2032e-01	0.941865	5
MORC4	4	1.6732e-01	4.2035e-01	0.941865	3
CHD1L	8	1.6733e-01	4.2036e-01	0.941865	3
STXBP6	6	1.6737e-01	4.2043e-01	0.941865	3
IRX6	6	1.6739e-01	4.2046e-01	0.941865	4
SEMA3A	10	1.6739e-01	4.2047e-01	0.941865	3
TNFAIP8L1	11	1.6741e-01	4.2051e-01	0.941865	5
MIEF1	9	1.6742e-01	4.2053e-01	0.941865	6
SYNDIG1L	8	1.6747e-01	4.2059e-01	0.941896	3
VWCE	3	1.6752e-01	4.2068e-01	0.941896	2
NATD1	10	1.6756e-01	4.2074e-01	0.941896	6
MS4A8	12	1.6760e-01	4.2082e-01	0.941896	8
CDC20B	8	1.6766e-01	4.2090e-01	0.941896	4
CRISP1	9	1.6770e-01	4.2097e-01	0.941896	5
HHLA3	6	1.6770e-01	4.2097e-01	0.941896	4
ZNF207	7	1.6771e-01	4.2098e-01	0.941896	5
FAM189A1	5	1.6774e-01	4.2101e-01	0.941896	4
NKAIN4	9	1.6775e-01	4.2103e-01	0.941896	6
SPON1	9	1.6781e-01	4.2113e-01	0.941940	6
TLK2	9	1.6782e-01	4.2115e-01	0.941940	6
C9orf62	11	1.6785e-01	4.2120e-01	0.941947	4
CANT1	8	1.6792e-01	4.2131e-01	0.942007	3
ADAP2	8	1.6796e-01	4.2136e-01	0.942007	3
SYNCRIP	11	1.6797e-01	4.2138e-01	0.942007	6
PALM3	11	1.6811e-01	4.2158e-01	0.942354	1
SPOP	7	1.6833e-01	4.2194e-01	0.943042	5
ZNHIT1	10	1.6838e-01	4.2201e-01	0.943061	4
C15orf54	6	1.6843e-01	4.2211e-01	0.943061	4
ARSK	10	1.6848e-01	4.2218e-01	0.943061	3
CNOT11	7	1.6848e-01	4.2219e-01	0.943061	5
COTL1	9	1.6849e-01	4.2220e-01	0.943061	2
S1PR1	7	1.6855e-01	4.2231e-01	0.943213	4
PRMT6	7	1.6870e-01	4.2254e-01	0.943386	3
ADGRG5	8	1.6873e-01	4.2259e-01	0.943386	5
SLC17A2	7	1.6878e-01	4.2267e-01	0.943386	2
TFF2	7	1.6879e-01	4.2267e-01	0.943386	3
BDNF	11	1.6880e-01	4.2270e-01	0.943386	6
MS4A4A	9	1.6882e-01	4.2272e-01	0.943386	2
AXIN1	5	1.6885e-01	4.2277e-01	0.943386	4
HIP1	4	1.6887e-01	4.2281e-01	0.943386	2
KRTDAP	10	1.6889e-01	4.2284e-01	0.943386	6
SLC7A2	8	1.6896e-01	4.2294e-01	0.943517	5
FAM72D	11	1.6914e-01	4.2325e-01	0.944055	5
ZNF638	7	1.6917e-01	4.2331e-01	0.944055	4
FAM212A	9	1.6922e-01	4.2338e-01	0.944055	4
BPIFB2	8	1.6922e-01	4.2338e-01	0.944055	5
ZNF250	7	1.6927e-01	4.2345e-01	0.944090	1
NPRL2	6	1.6932e-01	4.2354e-01	0.944090	2
RASAL3	9	1.6933e-01	4.2355e-01	0.944090	6
SNX18	7	1.6941e-01	4.2367e-01	0.944229	5
ZNF165	11	1.6943e-01	4.2371e-01	0.944229	5
PROCR	8	1.6950e-01	4.2380e-01	0.944308	4
MYO9B	10	1.6953e-01	4.2384e-01	0.944308	6
CENPBD1	9	1.6967e-01	4.2407e-01	0.944695	4
ANKRD60	5	1.6975e-01	4.2418e-01	0.944798	4
ZNF527	9	1.6979e-01	4.2426e-01	0.944798	6
COPS8	12	1.6980e-01	4.2426e-01	0.944798	8
EIF3D	7	1.6984e-01	4.2432e-01	0.944824	3
TECTB	10	1.6994e-01	4.2448e-01	0.945073	4
OTUD6A	8	1.7009e-01	4.2472e-01	0.945494	3
CC2D2B	8	1.7015e-01	4.2482e-01	0.945494	4
CPNE2	10	1.7016e-01	4.2483e-01	0.945494	6
MCHR1	11	1.7023e-01	4.2495e-01	0.945494	6
GPS1	7	1.7027e-01	4.2502e-01	0.945494	3
DYRK4	7	1.7028e-01	4.2504e-01	0.945494	5
NACAD	7	1.7034e-01	4.2511e-01	0.945494	5
FOXL1	11	1.7036e-01	4.2516e-01	0.945494	4
KDM3A	9	1.7038e-01	4.2518e-01	0.945494	5
IAH1	7	1.7038e-01	4.2519e-01	0.945494	4
XPNPEP1	11	1.7041e-01	4.2523e-01	0.945494	5
OR5R1	4	1.7044e-01	4.2528e-01	0.945494	3
NICN1	10	1.7053e-01	4.2543e-01	0.945494	6
PABPC3	6	1.7057e-01	4.2550e-01	0.945494	3
B3GALNT1	9	1.7059e-01	4.2552e-01	0.945494	5
CXorf23	10	1.7063e-01	4.2559e-01	0.945494	1
IL4R	8	1.7068e-01	4.2566e-01	0.945494	3
HOXB8	10	1.7072e-01	4.2571e-01	0.945494	6
FAM161B	9	1.7076e-01	4.2577e-01	0.945494	2
ZNF283	10	1.7079e-01	4.2583e-01	0.945494	3
VAMP3	10	1.7080e-01	4.2585e-01	0.945494	6
NUPR1	12	1.7083e-01	4.2589e-01	0.945494	7
ZNF251	10	1.7085e-01	4.2592e-01	0.945494	4
ADAMTS19	9	1.7090e-01	4.2599e-01	0.945494	2
PON1	10	1.7092e-01	4.2604e-01	0.945494	4
NFKBIL1	3	1.7098e-01	4.2613e-01	0.945494	2
TAS2R3	10	1.7100e-01	4.2615e-01	0.945494	2
TMEM200B	8	1.7101e-01	4.2617e-01	0.945494	5
ATP6V1G2	11	1.7105e-01	4.2622e-01	0.945494	5
ALDH8A1	9	1.7108e-01	4.2627e-01	0.945494	6
ATR	11	1.7112e-01	4.2634e-01	0.945494	6
IFNAR2	8	1.7113e-01	4.2636e-01	0.945494	4
SPZ1	11	1.7115e-01	4.2638e-01	0.945494	5
RUNX1	9	1.7115e-01	4.2638e-01	0.945494	5
MYRFL	7	1.7121e-01	4.2649e-01	0.945494	4
ZNF101	11	1.7122e-01	4.2650e-01	0.945494	3
ZBTB14	8	1.7122e-01	4.2651e-01	0.945494	3
ISL1	9	1.7125e-01	4.2655e-01	0.945494	3
LRP11	5	1.7132e-01	4.2667e-01	0.945537	4
ITPRIPL2	4	1.7134e-01	4.2669e-01	0.945537	3
MED16	7	1.7136e-01	4.2672e-01	0.945537	3
SAC3D1	8	1.7141e-01	4.2681e-01	0.945585	4
NR0B1	9	1.7149e-01	4.2693e-01	0.945585	5
AP3S2	9	1.7150e-01	4.2695e-01	0.945585	6
LAMTOR2	11	1.7151e-01	4.2696e-01	0.945585	5
FUT11	7	1.7153e-01	4.2699e-01	0.945585	5
FCHSD1	6	1.7162e-01	4.2713e-01	0.945748	3
ZFP91	2	1.7164e-01	4.2716e-01	0.945748	2
CTSC	10	1.7174e-01	4.2735e-01	0.945867	5
SLC25A34	6	1.7176e-01	4.2737e-01	0.945867	4
D2HGDH	6	1.7176e-01	4.2737e-01	0.945867	4
RSG1	9	1.7180e-01	4.2744e-01	0.945920	6
FABP9	8	1.7184e-01	4.2749e-01	0.945924	4
TAS2R9	11	1.7188e-01	4.2757e-01	0.945978	4
RPAIN	6	1.7206e-01	4.2786e-01	0.946330	4
IGSF10	7	1.7208e-01	4.2788e-01	0.946330	3
JMJD1C	10	1.7210e-01	4.2793e-01	0.946330	5
ANKRD40	10	1.7215e-01	4.2801e-01	0.946330	5
TEX43	10	1.7215e-01	4.2801e-01	0.946330	5
CDHR2	10	1.7220e-01	4.2807e-01	0.946330	6
LRRC16B	10	1.7224e-01	4.2814e-01	0.946330	5
PIP5K1B	12	1.7226e-01	4.2816e-01	0.946330	6
CYP3A7-CYP3A51P	7	1.7226e-01	4.2817e-01	0.946330	2
CCL23	6	1.7237e-01	4.2833e-01	0.946513	4
LPAR6	6	1.7239e-01	4.2836e-01	0.946513	4
SMARCAD1	12	1.7242e-01	4.2840e-01	0.946513	3
SFTPC	7	1.7251e-01	4.2857e-01	0.946654	4
EIF3K	8	1.7251e-01	4.2857e-01	0.946654	4
PTGFR	11	1.7254e-01	4.2862e-01	0.946654	2
LPIN1	9	1.7260e-01	4.2871e-01	0.946656	6
KRTAP5-6	11	1.7260e-01	4.2872e-01	0.946656	4
UBAP2	11	1.7272e-01	4.2891e-01	0.946986	4
CFD	11	1.7286e-01	4.2913e-01	0.947353	5
ATCAY	10	1.7289e-01	4.2918e-01	0.947353	3
TUBGCP3	5	1.7298e-01	4.2932e-01	0.947550	3
HAUS3	7	1.7308e-01	4.2947e-01	0.947631	5
MBOAT2	10	1.7309e-01	4.2950e-01	0.947631	6
REST	10	1.7310e-01	4.2950e-01	0.947631	6
ZNF468	9	1.7314e-01	4.2956e-01	0.947646	5
CHAC1	7	1.7319e-01	4.2963e-01	0.947680	4
GPRC5D	9	1.7325e-01	4.2972e-01	0.947693	5
THAP8	10	1.7325e-01	4.2973e-01	0.947693	6
TOX	4	1.7332e-01	4.2982e-01	0.947700	3
DNAJA4	8	1.7336e-01	4.2989e-01	0.947700	4
HIGD2A	8	1.7337e-01	4.2990e-01	0.947700	4
CNTFR	9	1.7339e-01	4.2993e-01	0.947700	6
ACER1	9	1.7349e-01	4.3009e-01	0.947931	3
CD109	2	1.7355e-01	4.3018e-01	0.948028	2
L2HGDH	11	1.7360e-01	4.3026e-01	0.948084	7
CTDNEP1	8	1.7376e-01	4.3051e-01	0.948301	4
ZSCAN5B	8	1.7377e-01	4.3053e-01	0.948301	3
C16orf89	8	1.7379e-01	4.3056e-01	0.948301	4
TMEM150C	10	1.7382e-01	4.3059e-01	0.948301	6
MSL3	9	1.7385e-01	4.3063e-01	0.948301	6
FCRLB	1	1.7386e-01	4.3065e-01	0.948301	1
ATXN7L3	6	1.7390e-01	4.3071e-01	0.948328	4
ANKH	7	1.7404e-01	4.3094e-01	0.948496	3
ASPRV1	10	1.7406e-01	4.3097e-01	0.948496	4
GYLTL1B	7	1.7408e-01	4.3102e-01	0.948496	4
FOXN3	9	1.7409e-01	4.3104e-01	0.948496	2
RBPMS	8	1.7410e-01	4.3105e-01	0.948496	5
DDX60L	11	1.7415e-01	4.3114e-01	0.948496	6
SCAMP5	9	1.7417e-01	4.3117e-01	0.948496	5
ZNRD1	9	1.7418e-01	4.3119e-01	0.948496	4
PCDHGC5	5	1.7430e-01	4.3135e-01	0.948698	3
C6orf99	8	1.7435e-01	4.3142e-01	0.948698	5
RYR2	8	1.7436e-01	4.3143e-01	0.948698	3
CDO1	7	1.7440e-01	4.3150e-01	0.948741	5
ACAA1	9	1.7445e-01	4.3157e-01	0.948795	5
PLA2G4E	8	1.7455e-01	4.3171e-01	0.948977	4
DPRX	9	1.7457e-01	4.3176e-01	0.948977	3
SRL	11	1.7467e-01	4.3190e-01	0.949157	6
LRRC7	8	1.7472e-01	4.3198e-01	0.949157	2
IL26	9	1.7477e-01	4.3205e-01	0.949157	2
MUM1	10	1.7478e-01	4.3207e-01	0.949157	3
C16orf78	11	1.7482e-01	4.3212e-01	0.949157	5
MLPH	6	1.7483e-01	4.3214e-01	0.949157	4
SCN5A	11	1.7492e-01	4.3227e-01	0.949350	6
PRR7	7	1.7496e-01	4.3233e-01	0.949367	5
M6PR	9	1.7500e-01	4.3240e-01	0.949404	3
CNRIP1	9	1.7511e-01	4.3257e-01	0.949519	6
TMEM82	7	1.7511e-01	4.3258e-01	0.949519	5
ESCO1	11	1.7513e-01	4.3260e-01	0.949519	4
ZSWIM1	11	1.7536e-01	4.3295e-01	0.949949	1
C16orf47	9	1.7542e-01	4.3304e-01	0.949949	5
LCE2B	11	1.7547e-01	4.3312e-01	0.949949	1
MALSU1	1	1.7551e-01	4.3318e-01	0.949949	1
NCOA3	9	1.7553e-01	4.3321e-01	0.949949	5
TMEM176B	5	1.7553e-01	4.3321e-01	0.949949	3
MESDC1	6	1.7555e-01	4.3324e-01	0.949949	2
CYP1B1	6	1.7561e-01	4.3333e-01	0.949949	2
CHAF1A	7	1.7561e-01	4.3334e-01	0.949949	5
C11orf71	6	1.7561e-01	4.3334e-01	0.949949	3
TTC38	8	1.7562e-01	4.3334e-01	0.949949	5
DTWD2	8	1.7570e-01	4.3347e-01	0.950119	3
LTBP2	8	1.7575e-01	4.3353e-01	0.950148	5
CAT	10	1.7581e-01	4.3363e-01	0.950148	4
PCNXL2	10	1.7581e-01	4.3363e-01	0.950148	6
B3GAT2	9	1.7585e-01	4.3369e-01	0.950167	3
CD226	9	1.7590e-01	4.3376e-01	0.950167	4
TMEM99	9	1.7596e-01	4.3385e-01	0.950167	6
ATP5D	4	1.7597e-01	4.3386e-01	0.950167	3
HIST1H2AL	9	1.7601e-01	4.3393e-01	0.950167	6
POMK	10	1.7602e-01	4.3394e-01	0.950167	5
OR10H3	10	1.7612e-01	4.3412e-01	0.950301	3
ZNF320	12	1.7613e-01	4.3413e-01	0.950301	3
NPBWR2	8	1.7614e-01	4.3415e-01	0.950301	2
SYNJ2BP-COX16	3	1.7627e-01	4.3432e-01	0.950499	2
EFNB2	9	1.7630e-01	4.3437e-01	0.950499	5
ADCY3	8	1.7634e-01	4.3444e-01	0.950499	3
CNGA1	12	1.7638e-01	4.3450e-01	0.950499	3
PTGER4	8	1.7640e-01	4.3453e-01	0.950499	3
HAPLN3	6	1.7644e-01	4.3460e-01	0.950499	3
FSHR	11	1.7644e-01	4.3460e-01	0.950499	4
FKBP3	4	1.7647e-01	4.3464e-01	0.950499	3
STAG3	6	1.7658e-01	4.3478e-01	0.950629	4
SP7	9	1.7660e-01	4.3482e-01	0.950629	3
VMAC	9	1.7668e-01	4.3494e-01	0.950629	5
ARMC2	12	1.7669e-01	4.3496e-01	0.950629	3
APOLD1	8	1.7672e-01	4.3500e-01	0.950629	3
TGFB3	10	1.7675e-01	4.3504e-01	0.950629	5
PRSS1	7	1.7675e-01	4.3505e-01	0.950629	5
TP53BP2	11	1.7684e-01	4.3519e-01	0.950829	3
CTSK	10	1.7691e-01	4.3529e-01	0.950915	5
SPACA3	10	1.7694e-01	4.3533e-01	0.950915	4
TSPYL4	9	1.7698e-01	4.3538e-01	0.950928	4
BACE2	9	1.7709e-01	4.3552e-01	0.951123	6
SLC36A3	9	1.7718e-01	4.3565e-01	0.951222	6
IL23R	12	1.7719e-01	4.3567e-01	0.951222	5
SEPHS1	10	1.7724e-01	4.3574e-01	0.951246	6
TXNL4A	10	1.7728e-01	4.3580e-01	0.951246	6
UBASH3A	10	1.7730e-01	4.3583e-01	0.951246	6
WNT9B	8	1.7749e-01	4.3613e-01	0.951786	4
ZFYVE19	6	1.7768e-01	4.3640e-01	0.952282	4
CCL14	9	1.7773e-01	4.3647e-01	0.952319	6
MLX	7	1.7777e-01	4.3654e-01	0.952374	4
C11orf85	12	1.7806e-01	4.3698e-01	0.953101	7
GGT1	9	1.7813e-01	4.3708e-01	0.953101	5
ZNF81	11	1.7815e-01	4.3713e-01	0.953101	4
OR9A4	6	1.7819e-01	4.3718e-01	0.953101	4
FAM3B	8	1.7819e-01	4.3719e-01	0.953101	5
MTMR3	10	1.7822e-01	4.3722e-01	0.953101	5
HTR4	7	1.7825e-01	4.3727e-01	0.953101	4
PGM3	10	1.7826e-01	4.3728e-01	0.953101	5
FDX1	9	1.7829e-01	4.3733e-01	0.953101	5
SPERT	7	1.7832e-01	4.3739e-01	0.953106	4
CGREF1	7	1.7835e-01	4.3743e-01	0.953106	4
NANOS2	3	1.7850e-01	4.3767e-01	0.953384	2
SLC1A7	6	1.7852e-01	4.3771e-01	0.953384	4
ZNF639	9	1.7859e-01	4.3780e-01	0.953384	6
RPS6KB2	12	1.7862e-01	4.3784e-01	0.953384	5
STK19	9	1.7864e-01	4.3786e-01	0.953384	6
C19orf60	9	1.7867e-01	4.3791e-01	0.953384	5
RBAK-RBAKDN	12	1.7869e-01	4.3793e-01	0.953384	4
NGLY1	11	1.7871e-01	4.3796e-01	0.953384	6
HBG1	7	1.7876e-01	4.3804e-01	0.953467	3
DBH	10	1.7882e-01	4.3813e-01	0.953551	4
AGA	11	1.7894e-01	4.3832e-01	0.953744	3
FADD	12	1.7901e-01	4.3844e-01	0.953744	5
XPOT	10	1.7903e-01	4.3846e-01	0.953744	6
JMJD4	5	1.7903e-01	4.3846e-01	0.953744	3
SDHD	6	1.7904e-01	4.3847e-01	0.953744	3
C12orf79	11	1.7907e-01	4.3853e-01	0.953756	1
CDK5R2	11	1.7918e-01	4.3870e-01	0.953964	5
DEFB108B	8	1.7924e-01	4.3879e-01	0.953964	3
CTDP1	7	1.7926e-01	4.3881e-01	0.953964	5
NUP133	3	1.7927e-01	4.3883e-01	0.953964	1
IER3IP1	9	1.7947e-01	4.3912e-01	0.953964	5
TSPAN8	11	1.7947e-01	4.3912e-01	0.953964	3
EDA2R	10	1.7949e-01	4.3914e-01	0.953964	6
SETDB1	11	1.7950e-01	4.3915e-01	0.953964	7
RBM41	6	1.7958e-01	4.3927e-01	0.953964	4
TSPYL5	7	1.7973e-01	4.3949e-01	0.953964	5
MCMDC2	9	1.7986e-01	4.3968e-01	0.953964	6
C2orf42	9	1.7986e-01	4.3968e-01	0.953964	6
CTRB1	11	1.7989e-01	4.3972e-01	0.953964	6
CLEC4C	10	1.7990e-01	4.3973e-01	0.953964	5
PPP1R9B	7	1.7994e-01	4.3980e-01	0.953964	5
NWD1	10	1.7997e-01	4.3987e-01	0.953964	4
RLN3	9	1.7998e-01	4.3988e-01	0.953964	6
PUF60	6	1.8001e-01	4.3991e-01	0.953964	4
KCNAB1	9	1.8003e-01	4.3995e-01	0.953964	6
SND1	6	1.8005e-01	4.3998e-01	0.953964	4
ELOVL5	7	1.8006e-01	4.3999e-01	0.953964	2
GABPB2	12	1.8012e-01	4.4008e-01	0.953964	5
FSCN1	9	1.8012e-01	4.4008e-01	0.953964	5
MR1	6	1.8015e-01	4.4012e-01	0.953964	4
ACAT1	9	1.8017e-01	4.4015e-01	0.953964	5
negative171	4	1.8018e-01	4.4017e-01	0.953964	3
NUP153	2	1.8022e-01	4.4023e-01	0.953964	2
MACC1	10	1.8022e-01	4.4024e-01	0.953964	6
PCDHB2	9	1.8026e-01	4.4029e-01	0.953964	5
ZC3H12C	8	1.8028e-01	4.4032e-01	0.953964	1
THUMPD2	8	1.8032e-01	4.4039e-01	0.953964	4
LAMB4	11	1.8038e-01	4.4048e-01	0.953964	3
RND2	2	1.8046e-01	4.4059e-01	0.953964	2
DCLK2	8	1.8046e-01	4.4060e-01	0.953964	5
SPI1	9	1.8047e-01	4.4061e-01	0.953964	5
SFXN5	7	1.8048e-01	4.4062e-01	0.953964	3
CYP1A2	8	1.8049e-01	4.4064e-01	0.953964	3
GTF3C5	8	1.8053e-01	4.4071e-01	0.953964	3
ZSCAN5A	10	1.8070e-01	4.4095e-01	0.953964	4
COX7B2	10	1.8070e-01	4.4095e-01	0.953964	5
UPRT	8	1.8074e-01	4.4102e-01	0.953964	5
DDI1	7	1.8077e-01	4.4107e-01	0.953964	5
SULT1A2	7	1.8077e-01	4.4107e-01	0.953964	5
STC1	10	1.8078e-01	4.4108e-01	0.953964	2
MLYCD	4	1.8081e-01	4.4112e-01	0.953964	2
ADH1A	8	1.8081e-01	4.4112e-01	0.953964	5
EMILIN3	11	1.8082e-01	4.4113e-01	0.953964	6
PAGE4	10	1.8086e-01	4.4118e-01	0.953964	4
APBB3	5	1.8087e-01	4.4119e-01	0.953964	2
H2BFWT	8	1.8087e-01	4.4120e-01	0.953964	5
LDHA	7	1.8088e-01	4.4122e-01	0.953964	5
RAD21	7	1.8092e-01	4.4128e-01	0.953964	4
KCNK7	6	1.8094e-01	4.4132e-01	0.953964	4
PLOD3	9	1.8094e-01	4.4132e-01	0.953964	5
SPIRE2	7	1.8102e-01	4.4144e-01	0.954115	4
HNRNPCL3	8	1.8106e-01	4.4151e-01	0.954124	3
RASGEF1B	9	1.8108e-01	4.4155e-01	0.954124	3
TK2	8	1.8114e-01	4.4165e-01	0.954187	5
S100A2	12	1.8116e-01	4.4167e-01	0.954187	3
KBTBD2	9	1.8120e-01	4.4173e-01	0.954189	3
