group_id	items_in_group	lo_value	p	FDR	goodsgrna
P4HA1	10	4.4943e-01	6.7754e-01	1.000000	2
THAP2	8	4.4949e-01	6.7759e-01	1.000000	3
C1orf106	8	4.4967e-01	6.7773e-01	1.000000	2
GPR119	7	4.4969e-01	6.7774e-01	1.000000	3
ANKRD28	10	4.4972e-01	6.7776e-01	1.000000	2
BEND2	11	4.4978e-01	6.7781e-01	1.000000	4
KCTD13	6	4.5013e-01	6.7805e-01	1.000000	2
SORBS3	10	4.5015e-01	6.7807e-01	1.000000	1
TMPO	9	4.5054e-01	6.7836e-01	1.000000	2
C5orf66	10	4.5057e-01	6.7839e-01	1.000000	4
FADS6	10	4.5062e-01	6.7842e-01	1.000000	2
CFAP36	6	4.5080e-01	6.7856e-01	1.000000	2
ABHD14A	4	4.5080e-01	6.7856e-01	1.000000	1
MARK2	11	4.5098e-01	6.7870e-01	1.000000	4
PRLH	8	4.5120e-01	6.7885e-01	1.000000	3
SGSH	9	4.5123e-01	6.7887e-01	1.000000	2
CLYBL	6	4.5123e-01	6.7887e-01	1.000000	2
H1F0	8	4.5136e-01	6.7897e-01	1.000000	2
FAM212A	9	4.5139e-01	6.7900e-01	1.000000	2
HMGN5	9	4.5150e-01	6.7908e-01	1.000000	3
XAGE5	10	4.5154e-01	6.7911e-01	1.000000	3
GBP4	10	4.5169e-01	6.7923e-01	1.000000	4
C10orf11	7	4.5169e-01	6.7923e-01	1.000000	3
S100A3	7	4.5174e-01	6.7927e-01	1.000000	3
PREX1	4	4.5187e-01	6.7938e-01	1.000000	1
STRA13	11	4.5201e-01	6.7949e-01	1.000000	4
LGALS1	9	4.5208e-01	6.7955e-01	1.000000	1
FTH1	9	4.5224e-01	6.7967e-01	1.000000	3
METTL7B	10	4.5229e-01	6.7970e-01	1.000000	4
ERI3	11	4.5260e-01	6.7993e-01	1.000000	4
FABP12	10	4.5263e-01	6.7995e-01	1.000000	4
GNGT1	10	4.5282e-01	6.8011e-01	1.000000	4
SLC8B1	9	4.5288e-01	6.8015e-01	1.000000	3
RAB17	10	4.5289e-01	6.8015e-01	1.000000	3
LMLN	10	4.5291e-01	6.8016e-01	1.000000	4
KCNK2	11	4.5302e-01	6.8026e-01	1.000000	4
CYP46A1	6	4.5322e-01	6.8041e-01	1.000000	1
MAPKAP1	11	4.5328e-01	6.8045e-01	1.000000	4
KBTBD8	6	4.5335e-01	6.8050e-01	1.000000	2
DCLK3	10	4.5351e-01	6.8063e-01	1.000000	4
EFCAB14	10	4.5355e-01	6.8066e-01	1.000000	4
C9orf129	8	4.5357e-01	6.8068e-01	1.000000	3
MTTP	9	4.5357e-01	6.8068e-01	1.000000	3
NUDT13	11	4.5360e-01	6.8070e-01	1.000000	4
CP	9	4.5365e-01	6.8074e-01	1.000000	1
OR11L1	10	4.5369e-01	6.8077e-01	1.000000	4
PI15	10	4.5374e-01	6.8080e-01	1.000000	3
CDH13	10	4.5380e-01	6.8084e-01	1.000000	2
C11orf95	6	4.5420e-01	6.8115e-01	1.000000	1
RNF5	10	4.5420e-01	6.8115e-01	1.000000	4
IL22RA2	10	4.5421e-01	6.8116e-01	1.000000	3
ARF3	8	4.5450e-01	6.8138e-01	1.000000	3
SIGLEC14	5	4.5452e-01	6.8140e-01	1.000000	2
BAG1	11	4.5464e-01	6.8149e-01	1.000000	3
STAT1	10	4.5474e-01	6.8158e-01	1.000000	2
PEF1	11	4.5491e-01	6.8172e-01	1.000000	3
CWC15	8	4.5493e-01	6.8173e-01	1.000000	2
DMRTA2	9	4.5495e-01	6.8175e-01	1.000000	3
ACSM2A	9	4.5508e-01	6.8185e-01	1.000000	3
NFATC3	6	4.5525e-01	6.8197e-01	1.000000	2
ATP2B1	9	4.5535e-01	6.8206e-01	1.000000	2
LCP2	7	4.5537e-01	6.8207e-01	1.000000	3
FASTKD1	11	4.5539e-01	6.8209e-01	1.000000	4
PRKCE	8	4.5541e-01	6.8211e-01	1.000000	2
ZNF260	9	4.5548e-01	6.8216e-01	1.000000	3
IFNLR1	10	4.5568e-01	6.8233e-01	1.000000	3
PPP2R1A	10	4.5584e-01	6.8245e-01	1.000000	3
TBX20	9	4.5602e-01	6.8259e-01	1.000000	3
DLG5	11	4.5605e-01	6.8261e-01	1.000000	3
FOPNL	9	4.5606e-01	6.8262e-01	1.000000	2
AMOTL1	7	4.5611e-01	6.8265e-01	1.000000	2
SLC1A1	10	4.5618e-01	6.8271e-01	1.000000	4
AP5Z1	6	4.5620e-01	6.8272e-01	1.000000	1
DAPL1	9	4.5640e-01	6.8288e-01	1.000000	3
PRR19	11	4.5644e-01	6.8291e-01	1.000000	4
ATL2	10	4.5670e-01	6.8311e-01	1.000000	2
ALG14	10	4.5682e-01	6.8320e-01	1.000000	3
SOGA3	10	4.5683e-01	6.8321e-01	1.000000	4
B4GALT1	10	4.5691e-01	6.8328e-01	1.000000	3
CACNG8	6	4.5700e-01	6.8335e-01	1.000000	1
STAG1	8	4.5702e-01	6.8336e-01	1.000000	3
TMEM87B	5	4.5707e-01	6.8339e-01	1.000000	2
HYLS1	10	4.5711e-01	6.8342e-01	1.000000	3
SLC35A2	9	4.5724e-01	6.8352e-01	1.000000	3
SMAD1	6	4.5751e-01	6.8374e-01	1.000000	2
ST3GAL1	7	4.5753e-01	6.8376e-01	1.000000	1
PRM1	9	4.5755e-01	6.8378e-01	1.000000	3
SLC25A53	9	4.5756e-01	6.8378e-01	1.000000	2
ATP11C	9	4.5778e-01	6.8396e-01	1.000000	3
SIN3B	11	4.5795e-01	6.8410e-01	1.000000	3
GNB5	10	4.5811e-01	6.8423e-01	1.000000	3
SMPD2	11	4.5811e-01	6.8423e-01	1.000000	4
TRANK1	8	4.5829e-01	6.8436e-01	1.000000	2
PSMB11	10	4.5835e-01	6.8441e-01	1.000000	4
HABP2	10	4.5840e-01	6.8444e-01	1.000000	3
FAM155A	9	4.5846e-01	6.8449e-01	1.000000	2
FAR1	10	4.5850e-01	6.8452e-01	1.000000	4
ARMCX6	9	4.5852e-01	6.8453e-01	1.000000	3
NYX	8	4.5857e-01	6.8456e-01	1.000000	1
CCDC173	7	4.5868e-01	6.8465e-01	1.000000	3
IFNA6	11	4.5875e-01	6.8471e-01	1.000000	2
ZNF8	8	4.5887e-01	6.8480e-01	1.000000	1
JMJD1C	10	4.5900e-01	6.8490e-01	1.000000	4
MPP5	11	4.5903e-01	6.8491e-01	1.000000	2
RRAS2	6	4.5903e-01	6.8492e-01	1.000000	2
SYNPR	7	4.5908e-01	6.8496e-01	1.000000	3
LRRC1	10	4.5932e-01	6.8515e-01	1.000000	4
CCDC166	10	4.5942e-01	6.8522e-01	1.000000	4
SCN8A	11	4.5942e-01	6.8522e-01	1.000000	2
LOC200726	9	4.5943e-01	6.8523e-01	1.000000	3
DNAH8	9	4.5953e-01	6.8531e-01	1.000000	3
ADAM17	8	4.5957e-01	6.8534e-01	1.000000	2
PTH2	8	4.5962e-01	6.8538e-01	1.000000	3
TAS2R43	10	4.5963e-01	6.8539e-01	1.000000	3
FAM69A	10	4.5983e-01	6.8554e-01	1.000000	4
NSL1	8	4.5989e-01	6.8559e-01	1.000000	3
HTR7	7	4.5996e-01	6.8565e-01	1.000000	2
MVB12B	7	4.6017e-01	6.8581e-01	1.000000	2
BBS10	11	4.6022e-01	6.8584e-01	1.000000	4
NEU1	8	4.6026e-01	6.8589e-01	1.000000	1
OR1J4	10	4.6033e-01	6.8593e-01	1.000000	4
GRM6	4	4.6043e-01	6.8601e-01	1.000000	1
TYW5	9	4.6049e-01	6.8604e-01	1.000000	2
GOT1L1	5	4.6052e-01	6.8607e-01	1.000000	2
USP21	8	4.6052e-01	6.8607e-01	1.000000	2
OR2T2	10	4.6066e-01	6.8618e-01	1.000000	4
ZNF485	5	4.6078e-01	6.8627e-01	1.000000	2
MAP3K15	10	4.6082e-01	6.8629e-01	1.000000	3
ZNF395	10	4.6082e-01	6.8629e-01	1.000000	3
CNN1	6	4.6086e-01	6.8632e-01	1.000000	1
KITLG	8	4.6093e-01	6.8638e-01	1.000000	2
CHIA	8	4.6097e-01	6.8640e-01	1.000000	3
PGA4	6	4.6102e-01	6.8644e-01	1.000000	2
TAF9B	8	4.6103e-01	6.8644e-01	1.000000	2
PIFO	7	4.6105e-01	6.8646e-01	1.000000	3
DZANK1	8	4.6108e-01	6.8649e-01	1.000000	3
SCNN1G	10	4.6116e-01	6.8655e-01	1.000000	4
STIL	9	4.6127e-01	6.8663e-01	1.000000	2
SAGE1	10	4.6132e-01	6.8667e-01	1.000000	2
SGCG	9	4.6136e-01	6.8670e-01	1.000000	2
HOXA5	7	4.6137e-01	6.8672e-01	1.000000	3
LIPJ	11	4.6144e-01	6.8676e-01	1.000000	3
TRAM1	10	4.6154e-01	6.8683e-01	1.000000	4
TTC1	6	4.6154e-01	6.8683e-01	1.000000	2
UNC93B1	5	4.6154e-01	6.8683e-01	1.000000	2
ZFYVE28	8	4.6170e-01	6.8697e-01	1.000000	3
GOLT1A	11	4.6173e-01	6.8699e-01	1.000000	4
PBK	9	4.6175e-01	6.8701e-01	1.000000	1
IMPA1	11	4.6202e-01	6.8721e-01	1.000000	4
ANXA13	10	4.6203e-01	6.8722e-01	1.000000	2
SLC3A2	9	4.6204e-01	6.8723e-01	1.000000	3
LCTL	11	4.6210e-01	6.8728e-01	1.000000	2
G2E3	12	4.6227e-01	6.8741e-01	1.000000	4
ASB4	10	4.6230e-01	6.8744e-01	1.000000	4
TOMM20L	6	4.6231e-01	6.8744e-01	1.000000	1
URGCP	8	4.6255e-01	6.8763e-01	1.000000	3
RNASEH2B	6	4.6267e-01	6.8774e-01	1.000000	2
PRH1	8	4.6275e-01	6.8780e-01	1.000000	2
MFSD2B	5	4.6283e-01	6.8786e-01	1.000000	1
SCML1	5	4.6287e-01	6.8789e-01	1.000000	2
HOXB3	8	4.6310e-01	6.8806e-01	1.000000	3
APOBEC3C	9	4.6310e-01	6.8807e-01	1.000000	2
ARMC9	7	4.6320e-01	6.8815e-01	1.000000	3
ALPL	9	4.6342e-01	6.8831e-01	1.000000	2
GRID2IP	5	4.6372e-01	6.8856e-01	1.000000	2
DTX1	11	4.6375e-01	6.8857e-01	1.000000	4
ESYT3	6	4.6379e-01	6.8860e-01	1.000000	2
AP1S3	11	4.6388e-01	6.8867e-01	1.000000	4
FAM101B	8	4.6390e-01	6.8869e-01	1.000000	1
GOLGA7	2	4.6392e-01	6.8870e-01	1.000000	1
LCA5	9	4.6416e-01	6.8890e-01	1.000000	1
SRI	7	4.6435e-01	6.8906e-01	1.000000	2
NDUFAF7	9	4.6439e-01	6.8908e-01	1.000000	3
ZNF25	10	4.6440e-01	6.8910e-01	1.000000	2
TBX3	8	4.6445e-01	6.8914e-01	1.000000	2
SMYD1	7	4.6451e-01	6.8919e-01	1.000000	3
DDX58	8	4.6456e-01	6.8924e-01	1.000000	2
UBE2H	10	4.6460e-01	6.8927e-01	1.000000	4
DAGLB	10	4.6470e-01	6.8936e-01	1.000000	4
ANAPC15	8	4.6479e-01	6.8942e-01	1.000000	2
ILVBL	8	4.6484e-01	6.8946e-01	1.000000	3
CLIP3	7	4.6496e-01	6.8953e-01	1.000000	3
SIGLEC6	9	4.6503e-01	6.8959e-01	1.000000	3
ASAP3	5	4.6504e-01	6.8959e-01	1.000000	2
ZMYND10	10	4.6512e-01	6.8966e-01	1.000000	4
C1orf27	10	4.6533e-01	6.8983e-01	1.000000	4
IRF4	5	4.6538e-01	6.8986e-01	1.000000	2
NOX5	10	4.6539e-01	6.8988e-01	1.000000	4
C2orf78	10	4.6541e-01	6.8990e-01	1.000000	4
MTHFR	11	4.6555e-01	6.9001e-01	1.000000	3
FBXO42	10	4.6570e-01	6.9012e-01	1.000000	4
HBQ1	8	4.6594e-01	6.9031e-01	1.000000	2
CLC	10	4.6595e-01	6.9032e-01	1.000000	4
TCEAL7	7	4.6596e-01	6.9033e-01	1.000000	1
TRIM5	10	4.6597e-01	6.9034e-01	1.000000	4
CSNK2A1	10	4.6598e-01	6.9034e-01	1.000000	4
MORF4L2	9	4.6602e-01	6.9036e-01	1.000000	2
CENPI	9	4.6618e-01	6.9049e-01	1.000000	1
MAGED1	7	4.6619e-01	6.9050e-01	1.000000	3
SLC38A7	6	4.6628e-01	6.9056e-01	1.000000	2
B3GNT4	7	4.6631e-01	6.9059e-01	1.000000	2
PCDHGA4	8	4.6636e-01	6.9063e-01	1.000000	3
FXR1	11	4.6659e-01	6.9081e-01	1.000000	2
SV2C	7	4.6660e-01	6.9082e-01	1.000000	1
BHLHE22	8	4.6668e-01	6.9089e-01	1.000000	1
KCMF1	10	4.6671e-01	6.9090e-01	1.000000	4
NUDCD2	11	4.6721e-01	6.9129e-01	1.000000	4
CACNG5	10	4.6727e-01	6.9134e-01	1.000000	4
PREP	7	4.6733e-01	6.9139e-01	1.000000	3
MYL3	8	4.6737e-01	6.9142e-01	1.000000	3
RAB41	8	4.6744e-01	6.9147e-01	1.000000	2
BLMH	8	4.6772e-01	6.9169e-01	1.000000	1
PDGFRA	11	4.6778e-01	6.9174e-01	1.000000	4
SYMPK	10	4.6799e-01	6.9192e-01	1.000000	3
DNAJC5G	9	4.6800e-01	6.9194e-01	1.000000	1
NCALD	8	4.6800e-01	6.9194e-01	1.000000	1
VWA1	9	4.6824e-01	6.9213e-01	1.000000	2
IKBKB	7	4.6826e-01	6.9214e-01	1.000000	3
EPS15	10	4.6828e-01	6.9216e-01	1.000000	4
USP17L27	8	4.6829e-01	6.9217e-01	1.000000	2
TGM3	9	4.6841e-01	6.9225e-01	1.000000	2
LRRN1	7	4.6860e-01	6.9240e-01	1.000000	3
PTCH2	5	4.6875e-01	6.9252e-01	1.000000	1
FAM91A1	10	4.6881e-01	6.9256e-01	1.000000	4
ANKEF1	8	4.6893e-01	6.9266e-01	1.000000	3
TM4SF1	9	4.6894e-01	6.9266e-01	1.000000	3
PCGF2	10	4.6895e-01	6.9267e-01	1.000000	3
C11orf1	9	4.6899e-01	6.9269e-01	1.000000	3
GYG2	10	4.6927e-01	6.9292e-01	1.000000	2
FCGRT	6	4.6932e-01	6.9296e-01	1.000000	2
EMC10	5	4.6936e-01	6.9298e-01	1.000000	2
CEP170	8	4.6936e-01	6.9298e-01	1.000000	2
CAPN10	11	4.6943e-01	6.9303e-01	1.000000	3
LDLRAD4	10	4.6944e-01	6.9304e-01	1.000000	4
PGD	8	4.6947e-01	6.9306e-01	1.000000	3
RCAN1	9	4.7007e-01	6.9355e-01	1.000000	3
PIH1D1	7	4.7008e-01	6.9356e-01	1.000000	1
GZF1	8	4.7025e-01	6.9370e-01	1.000000	2
EPHA5	5	4.7027e-01	6.9371e-01	1.000000	1
CEACAM16	8	4.7040e-01	6.9381e-01	1.000000	2
IRF9	10	4.7077e-01	6.9410e-01	1.000000	3
CDYL2	10	4.7079e-01	6.9412e-01	1.000000	4
HRASLS	10	4.7082e-01	6.9413e-01	1.000000	3
DNAJC11	11	4.7085e-01	6.9416e-01	1.000000	1
FIGNL1	10	4.7086e-01	6.9416e-01	1.000000	2
MYO3A	11	4.7101e-01	6.9429e-01	1.000000	4
DPF3	7	4.7108e-01	6.9434e-01	1.000000	2
PPP1CC	8	4.7118e-01	6.9443e-01	1.000000	2
C11orf53	8	4.7122e-01	6.9447e-01	1.000000	2
COLCA1	8	4.7131e-01	6.9453e-01	1.000000	2
FAM160A2	7	4.7133e-01	6.9455e-01	1.000000	3
RASGRP2	10	4.7139e-01	6.9460e-01	1.000000	3
KAZN	8	4.7148e-01	6.9467e-01	1.000000	3
VPS37C	7	4.7148e-01	6.9468e-01	1.000000	2
VMA21	9	4.7152e-01	6.9470e-01	1.000000	3
GATA1	11	4.7158e-01	6.9475e-01	1.000000	2
AADAC	10	4.7159e-01	6.9476e-01	1.000000	4
ZNF385C	10	4.7163e-01	6.9480e-01	1.000000	3
SGCD	9	4.7168e-01	6.9484e-01	1.000000	3
NFE2	7	4.7170e-01	6.9485e-01	1.000000	3
FYN	10	4.7190e-01	6.9501e-01	1.000000	2
IL36G	10	4.7207e-01	6.9514e-01	1.000000	2
TFB1M	6	4.7211e-01	6.9518e-01	1.000000	2
TUB	11	4.7214e-01	6.9520e-01	1.000000	3
UFD1L	11	4.7216e-01	6.9522e-01	1.000000	3
OR5P3	9	4.7228e-01	6.9532e-01	1.000000	3
PCDHA11	9	4.7233e-01	6.9536e-01	1.000000	2
POGZ	7	4.7257e-01	6.9556e-01	1.000000	2
EXOC1	7	4.7276e-01	6.9571e-01	1.000000	3
ATP5O	8	4.7277e-01	6.9572e-01	1.000000	3
SNURF	5	4.7281e-01	6.9575e-01	1.000000	2
FBXO16	12	4.7284e-01	6.9577e-01	1.000000	4
FAM19A3	2	4.7297e-01	6.9587e-01	1.000000	1
FSCN1	9	4.7297e-01	6.9587e-01	1.000000	3
SART3	11	4.7300e-01	6.9590e-01	1.000000	2
CARNMT1	7	4.7310e-01	6.9597e-01	1.000000	2
GATC	3	4.7320e-01	6.9604e-01	1.000000	1
SLC25A25	7	4.7323e-01	6.9607e-01	1.000000	2
CCDC107	8	4.7335e-01	6.9615e-01	1.000000	3
SLC27A1	7	4.7337e-01	6.9617e-01	1.000000	3
NFIC	9	4.7342e-01	6.9621e-01	1.000000	2
DLGAP3	10	4.7362e-01	6.9637e-01	1.000000	4
PAQR9	7	4.7378e-01	6.9649e-01	1.000000	3
CNOT7	10	4.7399e-01	6.9666e-01	1.000000	4
GINM1	11	4.7401e-01	6.9667e-01	1.000000	3
negative277	8	4.7431e-01	6.9690e-01	1.000000	3
UTP6	8	4.7437e-01	6.9695e-01	1.000000	2
PLEKHM3	10	4.7505e-01	6.9748e-01	1.000000	4
TTC25	9	4.7506e-01	6.9750e-01	1.000000	3
RPL13A	8	4.7510e-01	6.9753e-01	1.000000	2
KRT83	10	4.7544e-01	6.9780e-01	1.000000	2
NTPCR	8	4.7546e-01	6.9781e-01	1.000000	2
FEZ2	5	4.7549e-01	6.9784e-01	1.000000	2
SLC35F1	11	4.7551e-01	6.9785e-01	1.000000	3
NCR3	8	4.7556e-01	6.9789e-01	1.000000	2
SIRT2	11	4.7584e-01	6.9811e-01	1.000000	4
MMP2	9	4.7590e-01	6.9815e-01	1.000000	3
ENTPD3	11	4.7592e-01	6.9817e-01	1.000000	2
CMC1	10	4.7596e-01	6.9820e-01	1.000000	1
C19orf68	6	4.7631e-01	6.9847e-01	1.000000	2
SRPK3	8	4.7637e-01	6.9852e-01	1.000000	2
SIGLEC1	10	4.7645e-01	6.9857e-01	1.000000	4
GJA1	12	4.7648e-01	6.9859e-01	1.000000	4
DTWD1	8	4.7663e-01	6.9870e-01	1.000000	1
ZBTB8A	10	4.7674e-01	6.9878e-01	1.000000	4
CNDP2	10	4.7680e-01	6.9883e-01	1.000000	3
MZF1	7	4.7692e-01	6.9893e-01	1.000000	1
LGI2	6	4.7703e-01	6.9902e-01	1.000000	1
ZNF827	8	4.7708e-01	6.9906e-01	1.000000	3
EFHD2	11	4.7711e-01	6.9910e-01	1.000000	3
MB21D2	9	4.7712e-01	6.9910e-01	1.000000	2
KLB	10	4.7716e-01	6.9914e-01	1.000000	3
C15orf54	6	4.7718e-01	6.9915e-01	1.000000	2
GLTP	11	4.7731e-01	6.9926e-01	1.000000	3
KRTAP1-1	7	4.7735e-01	6.9929e-01	1.000000	2
TMEM107	9	4.7738e-01	6.9932e-01	1.000000	3
WDR70	9	4.7741e-01	6.9934e-01	1.000000	3
HELT	10	4.7743e-01	6.9936e-01	1.000000	3
C10orf53	8	4.7771e-01	6.9956e-01	1.000000	2
DDX6	10	4.7773e-01	6.9958e-01	1.000000	1
PIK3C2A	8	4.7775e-01	6.9959e-01	1.000000	3
BCAT2	8	4.7778e-01	6.9962e-01	1.000000	2
AGRN	7	4.7789e-01	6.9971e-01	1.000000	2
TRIM27	10	4.7797e-01	6.9977e-01	1.000000	4
AGBL5	8	4.7804e-01	6.9982e-01	1.000000	2
SPHK1	8	4.7804e-01	6.9982e-01	1.000000	3
IFNA21	10	4.7812e-01	6.9988e-01	1.000000	3
PRR5-ARHGAP8	9	4.7818e-01	6.9992e-01	1.000000	2
RNF151	7	4.7857e-01	7.0022e-01	1.000000	2
COX14	10	4.7860e-01	7.0024e-01	1.000000	3
ZMPSTE24	9	4.7883e-01	7.0041e-01	1.000000	3
STK11IP	8	4.7897e-01	7.0051e-01	1.000000	3
PCNX	3	4.7901e-01	7.0053e-01	1.000000	1
IL13	9	4.7902e-01	7.0054e-01	1.000000	2
NRM	10	4.7908e-01	7.0059e-01	1.000000	3
PKDCC	5	4.7913e-01	7.0062e-01	1.000000	2
SLC4A8	6	4.7914e-01	7.0063e-01	1.000000	2
PERM1	10	4.7943e-01	7.0083e-01	1.000000	3
MRPL39	4	4.7969e-01	7.0102e-01	1.000000	1
SNRPN	8	4.7972e-01	7.0104e-01	1.000000	2
SPCS3	5	4.7973e-01	7.0105e-01	1.000000	2
RLN1	9	4.7973e-01	7.0105e-01	1.000000	2
RGL4	10	4.7981e-01	7.0111e-01	1.000000	4
USP36	10	4.7996e-01	7.0121e-01	1.000000	3
MAGI3	7	4.7999e-01	7.0122e-01	1.000000	2
MYRFL	7	4.8003e-01	7.0125e-01	1.000000	2
ZYG11A	9	4.8024e-01	7.0141e-01	1.000000	2
KIN	8	4.8045e-01	7.0155e-01	1.000000	3
SUSD2	11	4.8048e-01	7.0157e-01	1.000000	4
CHRNB1	7	4.8050e-01	7.0159e-01	1.000000	1
HSPA8	9	4.8052e-01	7.0160e-01	1.000000	1
SLC13A1	9	4.8104e-01	7.0197e-01	1.000000	2
RASL10A	9	4.8110e-01	7.0200e-01	1.000000	3
BTN2A2	8	4.8134e-01	7.0218e-01	1.000000	3
HDAC2	8	4.8138e-01	7.0222e-01	1.000000	3
PCDHGB3	10	4.8142e-01	7.0224e-01	1.000000	1
RPEL1	9	4.8142e-01	7.0224e-01	1.000000	1
ATG10	11	4.8156e-01	7.0235e-01	1.000000	4
SLC25A27	9	4.8156e-01	7.0235e-01	1.000000	1
EXO5	8	4.8162e-01	7.0239e-01	1.000000	1
PDHB	10	4.8165e-01	7.0241e-01	1.000000	2
OR2K2	11	4.8175e-01	7.0248e-01	1.000000	4
USH2A	10	4.8182e-01	7.0254e-01	1.000000	2
CAPN2	8	4.8190e-01	7.0260e-01	1.000000	1
HIATL1	9	4.8192e-01	7.0261e-01	1.000000	2
HIF1A	10	4.8195e-01	7.0264e-01	1.000000	3
SLC36A3	9	4.8208e-01	7.0274e-01	1.000000	2
LAT	8	4.8215e-01	7.0279e-01	1.000000	1
SMC4	5	4.8256e-01	7.0311e-01	1.000000	2
CCDC34	9	4.8258e-01	7.0311e-01	1.000000	3
COL2A1	7	4.8261e-01	7.0315e-01	1.000000	2
ELOVL6	10	4.8273e-01	7.0323e-01	1.000000	4
RDH16	10	4.8276e-01	7.0325e-01	1.000000	3
OR2T11	10	4.8290e-01	7.0335e-01	1.000000	2
CLPX	8	4.8297e-01	7.0340e-01	1.000000	3
C11orf42	9	4.8306e-01	7.0346e-01	1.000000	3
REEP4	11	4.8308e-01	7.0348e-01	1.000000	4
EML6	8	4.8314e-01	7.0351e-01	1.000000	3
INMT	12	4.8329e-01	7.0362e-01	1.000000	4
HDAC5	8	4.8344e-01	7.0373e-01	1.000000	1
MUC15	8	4.8373e-01	7.0395e-01	1.000000	3
PLXNB2	11	4.8386e-01	7.0402e-01	1.000000	3
ARHGEF26	8	4.8391e-01	7.0406e-01	1.000000	1
TMEM161A	10	4.8392e-01	7.0407e-01	1.000000	3
CHRNA10	6	4.8393e-01	7.0407e-01	1.000000	2
RAB27A	5	4.8400e-01	7.0412e-01	1.000000	2
OR5L2	8	4.8422e-01	7.0428e-01	1.000000	2
KCTD8	10	4.8432e-01	7.0435e-01	1.000000	4
GNG4	12	4.8433e-01	7.0435e-01	1.000000	4
MYOC	11	4.8447e-01	7.0446e-01	1.000000	2
TIGD5	6	4.8455e-01	7.0452e-01	1.000000	2
DPH5	1	4.8507e-01	7.0492e-01	1.000000	0
IFRD2	6	4.8510e-01	7.0493e-01	1.000000	2
GGT1	9	4.8511e-01	7.0494e-01	1.000000	3
GUCA1B	8	4.8513e-01	7.0496e-01	1.000000	1
MCHR1	11	4.8517e-01	7.0498e-01	1.000000	3
SDHAF4	8	4.8523e-01	7.0503e-01	1.000000	3
NBEAL2	10	4.8527e-01	7.0505e-01	1.000000	4
MRPL33	9	4.8536e-01	7.0511e-01	1.000000	3
PHYHIP	11	4.8537e-01	7.0511e-01	1.000000	2
STAC2	9	4.8542e-01	7.0515e-01	1.000000	3
DYM	11	4.8552e-01	7.0521e-01	1.000000	3
TMEM82	7	4.8566e-01	7.0531e-01	1.000000	2
SDF4	5	4.8576e-01	7.0540e-01	1.000000	1
LALBA	12	4.8581e-01	7.0544e-01	1.000000	3
TMEM150B	7	4.8588e-01	7.0548e-01	1.000000	2
RNF165	9	4.8606e-01	7.0562e-01	1.000000	3
DEFA4	8	4.8624e-01	7.0576e-01	1.000000	1
SNCB	9	4.8630e-01	7.0580e-01	1.000000	3
BCL3	8	4.8645e-01	7.0593e-01	1.000000	3
GALC	9	4.8648e-01	7.0595e-01	1.000000	3
SCAF1	9	4.8664e-01	7.0606e-01	1.000000	3
MMP23B	10	4.8665e-01	7.0607e-01	1.000000	2
GEMIN7	10	4.8666e-01	7.0608e-01	1.000000	1
PGM1	11	4.8669e-01	7.0610e-01	1.000000	3
ADGRB3	7	4.8670e-01	7.0611e-01	1.000000	2
GDF10	5	4.8676e-01	7.0615e-01	1.000000	1
PRR23A	8	4.8683e-01	7.0619e-01	1.000000	3
FAM133A	7	4.8691e-01	7.0624e-01	1.000000	2
POLH	6	4.8696e-01	7.0628e-01	1.000000	2
IDH3B	10	4.8707e-01	7.0636e-01	1.000000	4
NSA2	9	4.8730e-01	7.0651e-01	1.000000	3
THAP4	5	4.8760e-01	7.0672e-01	1.000000	2
ZNF79	5	4.8761e-01	7.0673e-01	1.000000	2
CD68	12	4.8763e-01	7.0674e-01	1.000000	4
MYO7A	9	4.8769e-01	7.0678e-01	1.000000	3
CLDND1	6	4.8771e-01	7.0679e-01	1.000000	1
LATS1	11	4.8805e-01	7.0705e-01	1.000000	4
GSPT1	8	4.8810e-01	7.0708e-01	1.000000	1
TMEM97	7	4.8811e-01	7.0709e-01	1.000000	2
NRL	10	4.8818e-01	7.0714e-01	1.000000	4
TSPAN4	8	4.8821e-01	7.0716e-01	1.000000	1
CFAP53	10	4.8832e-01	7.0723e-01	1.000000	4
FAM32A	12	4.8833e-01	7.0724e-01	1.000000	3
SP1	10	4.8840e-01	7.0729e-01	1.000000	4
VDAC2	6	4.8858e-01	7.0741e-01	1.000000	2
PMS1	5	4.8904e-01	7.0776e-01	1.000000	2
CMTM7	8	4.8912e-01	7.0781e-01	1.000000	3
CPA1	10	4.8912e-01	7.0781e-01	1.000000	3
WNT16	9	4.8919e-01	7.0786e-01	1.000000	1
GRM4	10	4.8924e-01	7.0790e-01	1.000000	3
WDR34	11	4.8940e-01	7.0803e-01	1.000000	2
MANSC4	12	4.8942e-01	7.0804e-01	1.000000	2
UBE2QL1	5	4.8961e-01	7.0817e-01	1.000000	2
DLST	10	4.8975e-01	7.0827e-01	1.000000	2
LOC101929372	11	4.8978e-01	7.0829e-01	1.000000	4
ZW10	9	4.8979e-01	7.0829e-01	1.000000	3
MROH5	10	4.8985e-01	7.0833e-01	1.000000	3
LMO3	10	4.9011e-01	7.0853e-01	1.000000	2
KCNAB2	9	4.9016e-01	7.0858e-01	1.000000	3
FAM26D	7	4.9020e-01	7.0861e-01	1.000000	2
SFTA3	8	4.9059e-01	7.0892e-01	1.000000	2
FUBP3	6	4.9062e-01	7.0894e-01	1.000000	2
